timestamp,csv_file,operation,filename,class_label,status,message,exception
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000001.png,1,success,Copied to thirdmolar_classwise/1/00000001_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000002.png,1,success,Copied to thirdmolar_classwise/1/00000002_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000003.png,1,success,Copied to thirdmolar_classwise/1/00000003_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000004.png,2B,success,Copied to thirdmolar_classwise/2B/00000004_2B_2.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000005.png,1,success,Copied to thirdmolar_classwise/1/00000005_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000006.png,1,success,Copied to thirdmolar_classwise/1/00000006_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000007.png,1,success,Copied to thirdmolar_classwise/1/00000007_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000008.png,1,success,Copied to thirdmolar_classwise/1/00000008_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000009.png,1,success,Copied to thirdmolar_classwise/1/00000009_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000010.png,2A,success,Copied to thirdmolar_classwise/2A/00000010_2A_1.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000011.png,2A,success,Copied to thirdmolar_classwise/2A/00000011_2A_1.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000012.png,3B,success,Copied to thirdmolar_classwise/3B/00000012_3B_5.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000013.png,3B,success,Copied to thirdmolar_classwise/3B/00000013_3B_5.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000014.png,1,success,Copied to thirdmolar_classwise/1/00000014_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000015.png,1,success,Copied to thirdmolar_classwise/1/00000015_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000016.png,1,success,Copied to thirdmolar_classwise/1/00000016_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000017.png,1,success,Copied to thirdmolar_classwise/1/00000017_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000018.png,1,success,Copied to thirdmolar_classwise/1/00000018_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000019.png,1,success,Copied to thirdmolar_classwise/1/00000019_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000020.png,1,success,Copied to thirdmolar_classwise/1/00000020_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000021.png,1,success,Copied to thirdmolar_classwise/1/00000021_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000022.png,2A,success,Copied to thirdmolar_classwise/2A/00000022_2A_1.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000023.png,1,success,Copied to thirdmolar_classwise/1/00000023_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000024.png,2A,success,Copied to thirdmolar_classwise/2A/00000024_2A_1.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000025.png,1,success,Copied to thirdmolar_classwise/1/00000025_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000026.png,1,success,Copied to thirdmolar_classwise/1/00000026_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000027.png,1,success,Copied to thirdmolar_classwise/1/00000027_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000028.png,1,success,Copied to thirdmolar_classwise/1/00000028_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000029.png,1,success,Copied to thirdmolar_classwise/1/00000029_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000030.png,1,success,Copied to thirdmolar_classwise/1/00000030_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000031.png,1,success,Copied to thirdmolar_classwise/1/00000031_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000032.png,1,success,Copied to thirdmolar_classwise/1/00000032_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000033.png,1,success,Copied to thirdmolar_classwise/1/00000033_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000034.png,1,success,Copied to thirdmolar_classwise/1/00000034_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000035.png,1,success,Copied to thirdmolar_classwise/1/00000035_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000036.png,1,success,Copied to thirdmolar_classwise/1/00000036_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000037.png,1,success,Copied to thirdmolar_classwise/1/00000037_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000038.png,1,success,Copied to thirdmolar_classwise/1/00000038_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000039.png,1,success,Copied to thirdmolar_classwise/1/00000039_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000040.png,1,success,Copied to thirdmolar_classwise/1/00000040_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000041.png,1,success,Copied to thirdmolar_classwise/1/00000041_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000042.png,1,success,Copied to thirdmolar_classwise/1/00000042_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000043.png,1,success,Copied to thirdmolar_classwise/1/00000043_1_0.png,
2025-06-20 12:21:59,1_adld_list_share_1_Julien.csv,file_copy,00000044.png,1,success,Copied to thirdmolar_classwise/1/00000044_1_0.png,
